Namespace,Key,English Text,Spanish,French,German,Chinese,Hindi,Urdu,Arabic,Japanese,Korean,Russian
admin,rejected,Rejected,Rechazado,Rejeté,Zurückgewiesen,??,????? ?? ????,?????,????,??,??,?????????
admin,reported,Reported,Informó,Signalé,Berichtet,??,???????,?????,?????,??,??,????????
admin,averageRating,Average Rating,Calificación promedio,Note moyenne,Durchschnittliche Bewertung,????,??? ??????,???? ???? ????,????? ???????,????,?? ??,??????? ???????
admin,recentReviews,Recent Reviews,Reseñas recientes,Avis récents,Neueste Bewertungen,????,??? ?? ?????????,????? ?????,????????? ???????,???????,?? ??,????????? ??????
admin,noReviewsYet,No reviews yet,Aún no hay reseñas,Pas encore d’avis,Noch keine Bewertungen,?????,??? ?? ??? ??????? ????,???? ?? ???? ????? ???? ??? ???,?? ???? ??????? ???,???????????????,?? ?? ??,??????? ???? ???
admin,topRatedProfiles,Top Rated Profiles,Perfiles mejor valorados,Profils les mieux notés,Top bewertete Profile,?????????,??? ????? ????????,?? ?? ???? ???? ???? ??? ????????,??????? ?????? ??????,???????????,?? ?? ???,??????? ? ????? ??????? ?????????
admin,noRatingsYet,No ratings yet,Aún no hay valoraciones,Pas encore d’évaluations,Noch keine Bewertungen,?????,??? ?? ??? ?????? ????,???? ?? ???? ???? ???? ???? ??,?? ???? ??????? ??? ????,??????????,?? ??? ????.,?????? ???? ???
admin,antiscrapingSettings,Anti-Scraping Settings,Configuración anti-raspado,Paramètres anti-grattage,Anti-Scraping-Einstellungen,?????,????-?????????? ????????,????? ??????? ?? ???????,??????? ?????? ?????,???????????,???? ?? ??,????????? ?????? ?? ??????????
admin,totalReveals,Total Reveals,Revelaciones totales,Total des révélations,Enthüllungen insgesamt,???,??? ??????,?? ??????,??????? ????,????,? ??,????? ?????????
admin,allTime,All time,Todo el tiempo,Tous les temps,Gesamte Zeit,????,??? ???,?? ???,?? ???????,??,??,?? ??? ?????
admin,revealsToday,Reveals Today,Revela hoy,Se révèle aujourd’hui,Enthüllt heute,????,?? ?????? ???? ??,?? ?? ??????,???? ?????,????,?? ??,???????????? ???????
admin,currentLimits,Current Limits,Límites de corriente,Limites actuelles,Aktuelle Grenzwerte,????,??????? ??????,?????? ????,?????? ???????,????,?? ??,??????? ??????
admin,free,Free:,Gratis:,Libre:,Kostenlos:,???,????:,????:,???:,???,??:,?????????:
admin,pro,Pro:,Pro:,Pro:,Profi:,???,????:,???:,???:,???,??:,????????????:
admin,dmc,DMC:,DMC:,Réceptif :,DMC:,DMC?,??????:,?? ??? ??:,DMC:,DMC???,DMC???.,DMC:
admin,perUserPerDay,Per user per day,Por usuario por día,Par utilisateur et par jour,Pro Benutzer und Tag,??????,????? ?????????? ????? ???,?? ???? ?? ??,??? ?????? ?? ????? ??????,??????/?,?? ????,?? ???????????? ? ????
admin,rateLimitConfiguration,Rate Limit Configuration,Configuración del límite de velocidad,Configuration de la limite de débit,Konfiguration der Ratenbegrenzung,??????,?? ???? ????????????,??? ?? ?? ?? ?????,????? ?? ??????,????????,?? ?? ??,????????? ??????????? ????????
admin,textSelectionProtection,Text Selection Protection,Protección de selección de texto,Protection de la sélection de texte,Schutz der Textauswahl,??????,??? ??? ???????,??? ?? ?????? ?? ????,????? ?????? ????,????????,??? ?? ??,?????? ????????? ??????
admin,printProtection,Print Protection,Protección de impresión,Protection de l’impression,Druckschutz,????,?????? ???????,???? ????????,????? ???????,????,?? ??,?????? ??????
admin,dynamicWatermarks,Dynamic Watermarks,Marcas de agua dinámicas,Filigranes dynamiques,Dynamische Wasserzeichen,????,?????? ?????????,????? ???? ?????,???????? ??????? ???????????,?????,?? ????,???????????? ??????? ?????
admin,activityLogging,Activity Logging,Registro de actividad,Enregistrement des activités,Aktivitätsprotokollierung,??????,??????? ??????,?????? ?????,????? ??????,?????????,?? ??,??????? ??????? ????????
admin,rateLimiting,Rate Limiting,Limitación de velocidad,Limitation du débit,Ratenbegrenzung,????,?? ????? ????,??? ?? ????? ????,????? ??????,?????,?? ??,??????????? ????????
admin,usersManagement,Users Management,Gestión de usuarios,Gestion des utilisateurs,Benutzerverwaltung,????,?????????? ???????,?????? ?? ??????,????? ??????????,??????,??? ??,?????????? ??????????????
admin,userProfile,User Profile,Perfil de usuario,Profil de l’utilisateur,Benutzerprofil,????,?????????? ?????????,???? ?? ???????,??? ????????,??????????,??? ???,??????? ????????????
admin,userManagement,User Management,Gestión de usuarios,Gestion des utilisateurs,Benutzerverwaltung,????,?????????? ???????,???? ?? ??????,????? ????????,??????,??? ??,?????????? ??????????????
admin,messages,Messages,Mensajes,Messages,Meldungen,??,?????,???????,?????,?????,???,?????????
admin,conversations,Conversations,Conversaciones,Conversations,Gespräche,??,??????,?????,?????????,??,??,?????????
admin,payments,Payments,Pagos,Paiements,Zahlungen,??,??????,???????,???????,???,??,???????
admin,accountAge,Account Age,Antigüedad de la cuenta,Âge du compte,Alter des Kontos,????,???? ?? ???,?????? ?? ???,??? ??????,????????,?? ?? ??,??????? ??????? ??????
admin,status2,Status:,Estado:,Statut:,Status:,???,????:,????:,????:,???,??:,??????:
admin,application,Application:,Aplicación:,Application:,Anwendung:,???,?????????:,????? ????:,?????:,?????????,??:,??????????:
admin,reason,Reason:,Razón:,Raison:,Grund:,???,????:,???:,???:,???,??:,???????:
admin,allSubscriptions,All Subscriptions,Todas las suscripciones,Tous les abonnements,Alle Abonnements,????,??? ?????????,???? ?????????,???? ??????????,?????????????,?? ??,??? ????????
admin,noSubscriptionsFound,No subscriptions found,No se han encontrado suscripciones,Aucun abonnement trouvé,Keine Abonnements gefunden,?????,??? ??????? ???? ????,???? ????????? ???? ???,?? ??? ?????? ??? ????????,????????????????????,??? ?? ? ????.,???????? ?? ???????
admin,paymentHistory,Payment History,Historial de pagos,Historique des paiements,Zahlungsverlauf,????,?????? ??????,??????? ?? ?????,??? ?????,?????,?? ??,??????? ????????
admin,noPaymentsFound,No payments found,No se han encontrado pagos,Aucun paiement trouvé,Keine Zahlungen gefunden,?????,??? ?????? ???? ????,???? ??????? ???? ???,?? ??? ?????? ??? ?????,??????????????,??? ?? ? ????.,??????? ?? ???????
admin,previewNotes,Preview Notes:,Notas previas:,Notes d’aperçu :,Vorschau-Hinweise:,?????,??????????? ?????:,??? ????? ????:,?????? ?????????:,????????:,???? ??:,?????????? ? ???????????????? ?????????:
admin,actualRenderingDependsOn,Actual rendering depends on placement and screen size,El renderizado real depende de la ubicación y el tamaño de la pantalla,Le rendu réel dépend de l’emplacement et de la taille de l’écran,Das tatsächliche Rendering hängt von der Platzierung und der Bildschirmgröße ab,??????????????,???????? ????????? ????????? ?? ??????? ???? ?? ?????? ???? ??,??? ??????? ??????? ??? ?????? ?? ???? ?? ????? ??,????? ????? ?????? ??? ?????? ???? ??????,????????????????????????????,?? ???? ?? ? ?? ??? ?? ????.,??????????? ????????? ??????? ?? ???????????? ? ??????? ??????
admin,clickTrackingIsDisabled,Click tracking is disabled in preview mode,El seguimiento de clics está desactivado en el modo de vista previa,Le suivi des clics est désactivé en mode aperçu,Klick-Tracking ist im Vorschaumodus deaktiviert,?????????????,????? ???????? ??????????? ??? ??? ????? ??,??? ????? ??? ??? ??? ?????? ??? ???? ??,?? ????? ???? ??????? ?? ??? ????????,?????????????????????????????,???? ???? ?? ??? ???????.,???????????? ?????? ????????? ? ?????? ???????????????? ?????????
admin,loadingAds,Loading ads...,Cargando anuncios...,Chargement des annonces...,Anzeigen werden geladen...,??????...,???????? ??? ?? ??? ??...,???????? ??? ?? ??? ???...,????? ????????? ...,???????????...,?? ?? ?...,???????? ???????...
admin,banner,Banner,Estandarte,Bannière,Banner,??,????,????,????,???,??,?????
admin,nativeCard,Native Card,Tarjeta nativa,Carte native,Native Karte,???,??? ?????,????? ????,??????? ???????,????????,???? ??,???????? ?????
admin,partnerTile,Partner Tile,Mosaico de socio,Vignette partenaire,Partner-Kachel,??????,??????? ????,?????? ????,???? ??????,????????,??? ??,?????? ????????
admin,preview,Preview,Vista previa,Aperçu,Vorschau,??,????????????,???,??????,?????,?? ??,??????????????? ????????
admin,learnMore,Learn more,Aprende más,Pour en savoir plus,Weitere Informationen,??????,?? ????,??? ?????,?????? ??? ??????,????,? ?????,?????????
admin,usgbfr,"US,GB,FR","EE. UU., GB, FR","États-Unis, GB, France","US,GB,FR",????????,"????, ????, ????","?? ???? ?? ??? ??? ??","???????? ??????? ? ???????? ? ?????",??????????,"??, ??, ???","???,??????????????,??"
admin,noAdsCreatedYet,No ads created yet,Aún no se han creado anuncios,Aucune annonce n’a encore été créée,Es wurden noch keine Anzeigen erstellt,??????,??? ?? ??? ???????? ???? ????? ??? ??,???? ?? ???? ?????? ???? ????? ???,?? ??? ????? ??????? ??? ????,??????????????,?? ??? ????? ?????.,?????????? ??? ?? ???????
admin,applicationData,Application Data,Datos de la aplicación,Données d’application,Anwendungsdaten,????,????? ????,??????? ?? ????,?????? ???????,???????????,?????? ???,?????? ??????????
admin,specializations,Specializations:,Especializaciones:,Spécialisations:,Spezialisierungen:,????,??????????:,??????:,????????:,?? ???,???:,?????????????:
admin,languages,Languages:,Idiomas:,Traduction:,Sprachen:,???,??????:,??????:,??????:,???,???:,?????:
admin,registrationNumber,Registration Number:,Matrícula:,Numéro d’enregistrement :,Registrierungsnummer:,????,??????? ???????:,???????? ????:,??? ???????:,????:,?? ??:,??????????????? ?????:
admin,declined,Declined,Disminuido,Décliné,Abgelehnt,??,?????? ??,????? ?? ??? ???,?????,??,??,?????????
admin,categories,Categories,Categorías,Catégories,Kategorien,??,?????????,????,????,????,????,?????????
admin,totalRows,Total Rows,Total de filas,Nombre total de rangées,Zeilen insgesamt,???,??? ?????????,?? ??????,?????? ??????,????,? ?,????? ?????
admin,success,Success,Éxito,Succès,Erfolg,??,?????,???????,????,??,??,?????
admin,errors,Errors,Errores,Erreurs,Irrtümer,??,?????????,?????,?????,???,??,??????
admin,total,Total,Total,Total,Gesamt,?,???,??,?????,????,??,????
admin,europeberlin,Europe/Berlin,Europa/Berlín,Europe/Berlin,Europa/Berlin,??/??,?????/??????,????/????,?????? / ?????,?????/????,??/???,??????/??????
admin,selectGender,Select gender,Seleccionar género,Sélectionnez le sexe,Geschlecht auswählen,????,???? ?? ??? ????,??? ????? ????,??? ?????,?????,?? ??,???????? ???
admin,selectCurrency,Select currency,Seleccionar moneda,Sélectionnez la devise,Währung auswählen,????,?????? ?? ??? ????,????? ????? ????,???? ??????,?????,?? ??,???????? ??????
admin,selectTimezone,Select timezone,Seleccionar zona horaria,Sélectionnez le fuseau horaire,Zeitzone auswählen,????,???????? ?? ??? ????,???? ??? ????? ????,??? ??????? ???????,?????????,??? ??,???????? ??????? ????
admin,separateValuesWithCommas,Separate values with commas,Separar valores con comas,Séparez les valeurs par des virgules,Trennen von Werten durch Kommas,??????,????????? ?? ??? ??? ??? ????,???? ?? ???? ????? ?? ??? ????,???? ????? ??????,?????????,??? ?? ?,?????????? ???????? ????????
admin,noApplicationDataAvailable,No application data available,No hay datos de aplicación disponibles,Aucune donnée d’application disponible,Keine Anwendungsdaten verfügbar,???????????,??? ????????? ???? ?????? ???? ??,???? ??????? ?? ???? ?????? ???? ??,?? ???? ?????? ??????? ???????,??????????????????????,?? ??? ?????? ??? ??,?????? ? ?????????? ??????????
admin,empty,Empty,Vacío,Vide,Leer,?,????,????,????,?,???,??????
admin,exporting,Exporting...,Exportador...,Exportation...,Exportierend...,?????,??????????,?????...,?????...,?????????,????...,???????...
admin,exportToExcel,Export to Excel,Exportar a Excel,Exporter vers Excel,Exportieren nach Excel,??? Excel,Excel ??? ??????? ????,????? ?? ????? ????,????? ??? Excel,Excel ???????,Excel? ????,??????? ? Excel
admin,freezeAccount,Freeze Account,Congelar cuenta,Geler le compte,Konto einfrieren,????,???? ????? ????,?????? ????? ????,????? ??????,????????,?? ??,?????????? ???????
admin,enterTheReasonFor,Enter the reason for freezing this account...,Ingrese el motivo de la congelación de esta cuenta...,Entrez la raison du gel de ce compte...,Geben Sie den Grund für das Einfrieren dieses Kontos ein...,??????????...,?? ???? ?? ????? ???? ?? ???? ???? ????...,?? ?????? ?? ????? ???? ?? ??? ??? ????...,???? ??? ????? ??? ?????? ...,???????????????????????...,? ??? ??? ??? ?????...,??????? ??????? ????????? ????? ????????...
admin,totalImported,Total Imported,Total importado,Total importé,Gesamt importiert,????,??? ??????,?? ????? ???,?????? ??????????,??????????,??? ?,????? ?????????????
admin,unclaimed,Unclaimed,Mostrenco,Non réclamés,Unbeansprucht,?? ??,???????,??????,?? ????? ???,???,???,????????????????
admin,claimed,Claimed,Reclamado,Revendiqué,Beanspruchte,??,????,??,????,??,??,?????????
admin,expired,Expired,Caducado,Périmé,Abgelaufen,??,???????,????? ??? ?? ???,?????,?? ??,??,?????
admin,noGuidesFoundFor,No guides found for the selected filter.,No se encontraron guías para el filtro seleccionado.,Aucun repère n’a été trouvé pour le filtre sélectionné.,Für den ausgewählten Filter wurden keine Hilfslinien gefunden.,?????????????,????? ??????? ?? ??? ??? ???????????? ???? ????.,????? ???? ?? ??? ???? ????? ???? ????,?? ??? ?????? ??? ???? ????? ??????? ??????.,??????????????????????,??? ??? ?? ???? ?? ? ????.,??? ?????????? ??????? ?? ??????? ??????????.
admin,subjectClaimYourGuide,Subject: Claim Your Guide Profile on Guide Validator,Asunto: Reclama tu perfil de guía en Guide Validator,Objet : Revendiquez votre profil Guide sur Guide Validator,Betreff: Beanspruchen Sie Ihr Guide-Profil auf Guide Validator,???? Guide Validator ????? Guide ????,????: ???? ???????????? ?? ???? ???? ????????? ?? ???? ????,?????: ????? ???????? ?? ???? ????? ??????? ?? ???? ????,???????: ???????? ???? ????? ?????? ????? ?? ??? ???? ??????,??: Guide Validator ? Guide ???????????,??: Guide Validator?? Guide ??? ??,????: ??????? ???? ??????? Guide ?? Guide Validator
admin,yourLicenseNumber,Your License Number:,Su número de licencia:,Votre numéro de licence :,Ihre Lizenznummer:,???????,???? ??????? ????:,?? ?? ?????? ????:,??? ??????? ????? ??:,???????:,??? ???? ??:,????? ????? ????????:
admin,claimYourProfile,Claim Your Profile:,Reclama tu perfil:,Revendiquez votre profil :,Beanspruchen Sie Ihr Profil:,?????????,???? ????????? ?? ???? ????:,???? ??????? ?? ???? ????:,???????? ????? ??????:,???????????:,??? ??:,??????? ????? ?? ???? ???????:
admin,completeYourProfessionalProfile,Complete your professional profile,Completa tu perfil profesional,Complétez votre profil professionnel,Vervollständigen Sie Ihr berufliches Profil,????????,???? ?????? ????????? ?? ???? ????,???? ???? ????? ??????? ?? ???? ????,???? ???? ?????? ??????,?????????????????????,????? ??? ??,????????? ???? ???????????????? ???????
admin,getDiscoveredByTravel,Get discovered by travel agencies and DMCs,Hazte descubrir por agencias de viajes y DMC,Faites-vous découvrir par les agences de voyages et les DMC,Lassen Sie sich von Reisebüros und DMCs entdecken,????? DMC ??,?????? ????????? ?? ?????? ?????? ???? ???? ??,????? ???????? ??? ?? ??? ??? ?? ????? ?????? ????,??? ??????? ?? ??? ?????? ????? ?????? DMC,??????DMC??????,??? ? DMC?? ?? ??,??????? ? ????????????? ?????????? ? DMC
admin,receiveBookingRequestsDirectly,Receive booking requests directly,Recibe solicitudes de reserva directamente,Recevez directement les demandes de réservation,Buchungsanfragen direkt erhalten,????????,?????? ?????? ???? ??????? ????,???? ???? ???? ?? ????????? ???? ????,???? ????? ????? ??????,??????????????,?? ?? ?? ??,????????? ??????? ?? ???????????? ????????
